"agreement_label","agreement_confidence","comment_id","topic","error"
"Agree",0.85,"climate_comment_207681","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_266410","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_266411","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_214691","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_208879","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_260516","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_273906","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_272682","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_174041","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_169350","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_214689","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_177312","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.85,"climate_comment_260517","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_266413","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_177893","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_279995","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_243747","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_243748","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_266412","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_237685","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_279996","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_278779","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_257812","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_220546","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_177892","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_223756","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_237687","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_237686","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_262546","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_236080","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_177895","Climate Change Denial And Political Polarization",NA
"Disagree",0.9,"climate_comment_220577","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_220548","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_252279","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_183801","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_256881","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_205327","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_236082","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_236081","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_276920","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_183802","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_220547","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_268551","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_179769","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_208569","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_269617","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_208570","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_235296","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_202741","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_231826","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_277480","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_265377","Climate Change Denial And Political Polarization",NA
"Disagree",0.92,"climate_comment_277482","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_193370","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_272114","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_257188","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_193371","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_223017","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.75,"climate_comment_222254","Climate Change Denial And Political Polarization",NA
"Neither/Unclear",0.9,"climate_comment_181522","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_193372","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_231331","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_277483","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_185535","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_185537","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_193373","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_218210","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_231188","Climate Change Denial And Political Polarization",NA
"Agree",0.9,"climate_comment_189808","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_208860","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_275250","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_266676","Climate Change Denial And Political Polarization",NA
"Agree",0.85,"climate_comment_275249","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_178676","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_202740","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_257671","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_227792","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_218212","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_231878","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_273962","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_257672","Global Climate Change And Sustainability",NA
"Agree",0.88,"climate_comment_222410","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_209275","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_228245","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_227794","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_256584","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_207301","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_249034","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_256940","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_234914","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_227795","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_276039","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_213433","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_249035","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_207431","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_276041","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_267774","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_195727","Progressive Taxation For Climate Mitigation",NA
"Neither/Unclear",0.9,"climate_comment_264753","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_262845","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_206794","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_265834","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_191355","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_277855","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_243217","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_264752","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.88,"climate_comment_234001","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_244194","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_223435","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_244195","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_206795","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_184975","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_181563","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_217013","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_225540","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_276869","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_243014","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_222411","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_276867","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_176224","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_191728","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_176223","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_176226","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_217014","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_238444","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_276753","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.85,"climate_comment_265566","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_218160","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_230265","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_230266","Global Climate Change And Sustainability",NA
"Agree",0.9,"climate_comment_255842","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_204270","Climate Change Denial And Political Polarization",NA
"Agree",0.92,"climate_comment_170257","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_170256","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_230264","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_255843","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_211050","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_266977","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_182113","Global Climate Change And Sustainability",NA
"Mixed/Ambiguous",0.75,"climate_comment_182112","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_185192","Global Climate Change And Sustainability",NA
"Disagree",0.9,"climate_comment_250693","Climate Change Denial And Political Polarization",NA
"Disagree",0.85,"climate_comment_211051","Global Climate Change And Sustainability",NA
"Disagree",0.85,"climate_comment_176225","Global Climate Change And Sustainability",NA
"Agree",0.85,"climate_comment_195935","Global Climate Change And Sustainability",NA
"Disagree",0.92,"climate_comment_262036","Global Climate Change And Sustainability",NA
"Neither/Unclear",0.9,"climate_comment_223472","Climate Change Denial And Political Polarization",NA
"Mixed/Ambiguous",0.85,"climate_comment_179319","Global Climate Change And Sustainability",NA
"Agree",0.92,"climate_comment_275788","Global Climate Change And Sustainability",NA
"Disagree",0.95,"climate_comment_190167","Global Climate Change And Sustainability",NA
